SampleId,Taxonomist,Study,Site,SampleDate,Year,JulianDay,Name,Basin,KywId,KywName,EcoregionNumber,Ecoregion,Province,EnvirodatId,Description,Device,MeshSize,SampleNumber,QAQC,SampleStatus,Latitude,Longitude,GPSDatum,Altitude,StreamOrder,DistanceFromSource,DrainageArea,SubSample,TotalSample,Ablabesmyia,Acentrella,Acentria,Acerpenna,Acroneuria,Aeolosoma,Aeshna,Agabus,Agapetus,Agarodes,Agnetina,Agraylea,Albaxona,Allocapnia,Alloperla,Alluaudomyia,Alotanypus,Ameletus,Amnicola,Amphichaeta,Amphinemura,Ancyronyx,Anepeorus,Antocha,Apatania,Apsectrotanypus,Aquarius,Archips,Arcteonais,Arctopsyche,Argia,Armiger,Arrenurus,Atherix,Atractides,Atrichopogon,Attenella,Aturus,Aulodrilus,Axonopsis,Baetis,Baetisca,Bandakia,Bezzia,Bezzia/Palpomyia,Boreochlus,Bourletiella,Boyeria,Brachycentrus,Brachypoda,Brillia,Brundiniella,Bryophaenocladius,Caecidotea,Caenis,Calineuria,Calopteryx,Candona,Cardiocladius,Centroptilum,Ceraclea,Ceratopogoninae,Ceratopsyche,Cernotina,Chaetocladius,Chaetogaster,Chelifera,Chelifera/Metachela,Cheumatopsyche,Chimarra,Chironominae,Chironomus,Chrysops,Cincinnatia,Cinygmula,Cladopelma,Cladotanytarsus,Clinocera,Clinotanypus,Clioperla,Coelotanypus,Conchapelopia,Constempellina,Cordulegaster,Corynoneura,Crangonyx,Crenitis,Cricotopus,Cricotopus/Orthocladius,Cryptochironomus,Cryptolabis,Cryptotendipes,Culicoides,Cura,Daphnia,Dasyhelea,Demicryptochironomus,Dentatella,Dero,Diamesa,Dicranota,Dicrotendipes,Dineutus,Diphetor,Diplectrona,Diplocladius,Diura,Dixa,Dixella,Dolophilodes,Dromogomphus,Drunella,Dubiraphia,Dugesia,Eclipidrilus,Ectemnia,Ectopria,Eiseniella,Enchytraeus,Epeorus,Ephemera,Ephemerella,Epitheca,Epoicocladius,Erioptera,Erpobdella,Eukiefferiella,Euryhapsis,Eurylophella,Eylais,Feltria,Ferrissia,Fossaria,Fridericia,Gammarus,Glossosoma,Goera,Gonomyia,Gymnopais,Gyraulus,Habrophlebia,Habrophlebiodes,Haemonais,Hagenius,Haploperla,Harnischia,Heleniella,Helichus,Helicopsyche,Helobdella,Helopelopia,Helophorus,Hemerodromia,Heptagenia,Hetaerina,Heterocloeon,Heterosternuta,Heterotrissocladius,Hexagenia,Hexatoma,Homophylax,Hyalella,Hydatophylax,Hydra,Hydraena,Hydrobaenus,Hydrodroma,Hydroporus,Hydropsyche,Hydroptila,Hydrozetes,Hydryphantes,Hygrobates,Immatures with cheatal hairs,Immatures without cheatal hairs,Isogenoides,Isonychia,Isoperla,Isotoma,Isotomurus,Krenopelopia,Krenosmittia,Labrundinia,Laevapex,Lanthus,Larsia,Lauterborniella,Lebertia,Lepidostoma,Leptophlebia,Leucrocuta,Leuctra,Limnephilus,Limnesia,Limnochares,Limnodrilus,Limnophila,Limnophora,Limnophyes,Liodessus,Lirceus,Ljania,Lopescladius,Lumbriculus,Lymnaea,Lype,Maccaffertium,Macronychus,Macropelopia,Macrostemum,Malirekus,Mallochohelea,Manayunkia,Marionina,Menetus,Mesenchytraeus,Metacnephia,Metriocnemus,Micrasema,Microcylloepus,Micropsectra,Micropsectra/Tanytarsus,Microtendipes,Microvelia,Mideopsis,Molanna,Molophilus,Monohelea,Monopelopia,Musculium,Mystacides,Nais,Nanocladius,Natarsia,Nebrioporus/Stictotarsus,Nemotaulius,Nemotelus,Nemoura,Neoacarus,Neoperla,Neophylax,Neoplasta,Neostempellina,Neozavrelia,Neureclipsis,Neurocordulia,Nigronia,Nilotanypus,Nilothauma,Nyctiophylax,Oecetis,Oligostomis,Ophiogomphus,Optioservus,Oreodytes,Oreogeton,Oreoleptis,Ormosia,Orthocladiinae,Orthocladius,Orthotrichia,Ostrocerca,Oulimnius,Oxyethira,Pagastia,Pagastiella,Palaeagapetus,Palaeodipteron,Palpomyia,Panisus,Paracapnia,Parachaetocladius,Parachironomus,Paracladius,Paracladopelma,Paracricotopus,Paragnetina,Parakiefferiella,Paralauterborniella,Paraleptophlebia,Paraleuctra,Paramerina,Parametriocnemus,Paraperla,Paraphaenocladius,Parapsyche,Paratanytarsus,Paratendipes,Paratrichocladius,Pedicia,Pentaneura,Pericoma,Pericoma/Telmatoscopus,Perlesta,Petrophila,Phaenopsectra,Phylocentropus,Physella,Piguetiella,Piona,Pionopsis,Pisidium,Platycentropus,Platysmittia,Plauditus,Plumiperla,Podmosta,Podura,Polycentropus,Polypedilum,Potthastia,Pristina,Probezzia,Procladius,Procloeon,Prodiamesa,Promenetus,Promoresia,Prosimulium,Prostoma,Protoplasa,Protoptila,Protzia,Psectrocladius,Psectrotanypus,Psephenus,Pseudochironomus,Pseudodiamesa,Pseudokiefferiella,Pseudolimnophila,Pseudorthocladius,Pseudosmittia,Psilotreta,Psychoglypha,Psychomyia,Psyrhoda/Threticus,Pteronarcys,Ptilostomis,Pycnopsyche,Pyrgulopsis,Rhabdomastix,Rhagovelia,Rheocricotopus,Rheopelopia,Rheotanytarsus,Rhithrogena,Rhyacodrilus,Rhyacophila,Rhyncholimnochares,Ripistes,Robackia,Roederiodes,Saetheria,Serratella,Setodes,Sialis,Simulium,Siphlonurus,Skwala,Slavina,Sminthurides,Somatochlora,Soyedina,Sparganophilus,Specaria,Sperchon,Sperchonopsis,Sphaerium,Sphaeromias,Spirosperma,Stagnicola,Stempellina,Stempellinella,Stenacron,Stenelmis,Stenochironomus,Stenonema,Stictochironomus,Stilocladius,Strophopteryx,Stygothrombium,Stylaria,Stylodrilus,Stylogomphus,Sublettea,Suwallia,Sweltsa,Synorthocladius,Taenionema,Taeniopteryx,Tanypodinae,Tanypus,Tanytarsus,Teloganopsis,Telopelopia,Testudacarus,Thienemanniella,Thienemannimyia,Tipula,Tokunagaia,Torrenticola,Triaenodes,Tribelos,Trichoclinocera,Trichoniscus,Trichotanypus,Tricorythodes,Trissopelopia,Tvetenia,Unniella,Utaperla,Valvata,Vejdovskyella,Wandesia,Wiedemannia,Woolastookia,Wormaldia,Xenochironomus,Xestochironomus,Yugus,Zapada,Zavrelia,Zavreliella,Zavrelimyia,								
"65,,Annapolis River,ANN02,2002-09-24 12:00:00 AM,2002,267,East Round Hill River,Annapolis,01D02,Fundy Shore,124,Southwest Nova Scotia Uplands,Nova Scotia,NS01DC0159,""East branch of Round Hill River, north of Highway 101"",Kick Net,250,1,False,Potential Reference,44.6419444,-65.4758333,nad83,101,3,12.10,73.00,21,100,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,,4.76,,,,,,,,,,4.76,,,,,,,,,,,,,,,23.8,,,,,,4.76,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,4.76,,4.76,,,,,,,,,,,,,,,,95.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42,,19.04,,,,,,,,,,,,4.76,,,,,,,,,,,,,,4.76,,,,23.8,,,,,,,,,4.76,,,,14.28,,,,,,,4.76,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,442.84,,,,,4.76,,,14.28,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,4.76,,,,,,,,,,14.28,,,,,,,,19.04,,,,,,,,4.76,,,,,,,4.76,,,,,,,4.76,,4.76,,,,,,,,,,,4.76,,,,,,,,,,,,,,,"								
2991,,Annapolis River,ANN02,2004-10-20 12:00:00 AM,2004,294,East Round Hill River,Annapolis,01D02,Fundy Shore,124,Southwest Nova Scotia Uplands,Nova Scotia,NS01DC0159,Travel West on Hwy 101 (between Bridgetown and Lequille exits.  Pass the Spurr Road overpass and drive down valley to the next bridge.  Parc car and walk doen steep bank.  Site is ~500m upstream of highway.,Kick Net,250,1,False,Potential Reference,44.7380000,-65.4050000,nad83,87,3,20.50,66.00,14,100,,,,192.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,7.14,,,,,,,,,,,,,,135.71,,28.57,,,,,,,,,,,,,,,,,,,,,,,,7.14,114.28,,,,,,,,,,,,,,,150,7.14,7.14,,7.14,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,7.14,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,7.14,,,,,,,,292.85,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,64.28,,,28.57,,,,,,,,,,,7.14,,,,,,,7.14,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,50,,,,,14.28,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,								
"68,,Annapolis River,ANN03,2002-09-24 12:00:00 AM,2002,267,West Round Hill River,Annapolis,01D02,Fundy Shore,124,Southwest Nova Scotia Uplands,Nova Scotia,NS01DC0160,""West branch of Round Hill River, north of Highway 101"",Kick Net,250,1,False,Potential Reference,44.7352778,-65.4202778,nad83,110,3,10.10,24.00,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,10,,,,,10,30,,,,,,,,,,,,,,,30,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,50,,,,,,,,,,,,,,,,110,,20,,10,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,10,,,,,,,,,,,,,,,,10,,,20,,,,,,,,,,,,,10,,,,,,,,,,,,,,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,360,,,,,,,,90,,,,,,,10,,,,,,,,,,,,520,,,,10,,,,,,,,,,,,,,,,,,10,,,,,,,,60,,,,,,,,90,,,,,,,,,,130,,,10,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,"								
"3000,,Annapolis River,ANN04,2002-09-25 12:00:00 AM,2002,268,Black River,Annapolis,01D02,Fundy Shore,126,Annapolis-Minas Lowlands,Nova Scotia,,""Take a left at the dirt road fork on Bloomington Road, past a farmhouse.  South of bridge over the Black River."",Kick Net,250,1,False,Potential Reference,44.8788611,-64.9916111,nad83,191,3,11.10,33.50,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.57,,,,,,,,,,,,,,,,14.28,,,,,,,,,,457.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14,,14.28,,,,,,,,,,,,,,,,314.28,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,157.14,,,,114.28,14.28,,,,,,,,28.57,,,,,,,,,,,,,,,,,,,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,28.57,,,,,,,,785.7,,,,,,,,14.28,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,14.28,,14.28,,,,,,42.85,,,,,,,28.57,,,185.71,,57.14,,,42.85,,,14.28,,,,,,,,,14.28,,,,,,,,,,,,,14.28,,"								
"70,,Annapolis River,ANN05,2002-10-11 12:00:00 AM,2002,284,South Annapolis River,Annapolis,01D02,Fundy Shore,124,Southwest Nova Scotia Uplands,Nova Scotia,,""Vitoria Harbour Road south, through Nichosville until road turns to dirt. Take large bend and crosses main stem of South Annapolis.  Cart path from road south until bend in path, then to river."",Kick Net,250,1,False,Potential Reference,44.9641667,-64.8000000,nad83,110,3,13.40,62.50,1,100,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,100,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700,,,,100,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,100,,,,,,,,,200,,,,,,,,,,,,,100,,,500,,,,,,,,,,,,200,,,,,,,,,,,100,,,,,,,400,,1500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,3800,,,,,100,,,,,,,,,,,,,,,,,,,,100,,21900,,,200,,,,,,,,,200,,,,,,,,,,100,,,,,100,200,,100,,,,,,,,,,,,,,,,,,11400,,,400,,1500,100,,,,,,,,,,,,,,,,,,,,,,,,,,"								
"2998,,Annapolis River,ANN10,2003-10-09 12:00:00 AM,2003,282,Slokum Brook,Annapolis,01D02,Fundy Shore,126,Annapolis-Minas Lowlands,Nova Scotia,NS01DC0167,""Slokum Brook North of Middleton, up on Brooklyn Road.  Going on the property of New Bethel Church and Bible Camp, drive past old barn, halfway down the hill.  Follow tree line, then barbed wire fence to Slokum Brook."",Kick Net,250,1,False,Potential Reference,44.9550000,-65.1038056,nad83,27,1,3.10,3.20,6,100,,,,,,,,,,,,,,,,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,66.66,,,,,,,16.66,16.66,,,,,16.66,,33.33,,,,,,,,,,,,16.66,,,,,,,,,400,,,,,,,,,,,,,,16.66,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,16.66,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66,,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.66,,400,,,16.66,,,,,200,,,,,,,,,,,,,,16.66,,,,,,,,116.66,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,"								
"2988,,Annapolis River,ANN12,2004-10-19 12:00:00 AM,2004,293,Acacia Brook,Annapolis,01D02,Fundy Shore,126,Annapolis-Minas Lowlands,Nova Scotia,,""Take Digby exit off Highway 101, toward Acaciaville.  At sharp turn, take gravel road (to left) down steep hill.  Cross single lane bridge.  Walk up ATV trail ~300m."",Kick Net,250,1,False,Potential Reference,44.5825000,-65.7566389,nad83,20,3,14.75,41.35,9,100,,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.88,,,,,,,,,22.22,,,,,,,288.88,,,,,,,,,,,,,,,,,44.44,,,,,,,11.11,,,,,,,,,11.11,,,,,,,,,,,,,,,,,22.22,,,500,,133.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.77,,,,,,,,,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55,,,,,,,,,,,,,,,11.11,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,211.1,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,,,,11.11,,,,,,11.11,,,,44.44,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,44.44,,,,,,,,"								
"2989,,Annapolis River,ANN13,2004-10-19 12:00:00 AM,2004,293,West Branch Bear River,Annapolis,01D02,Fundy Shore,126,Annapolis-Minas Lowlands,Nova Scotia,,""At Bear River, drive up the road past the Fire Hall.  Follow until road forks.  Take right towards Morganville, on dirt road.  SIte is ~1.4km from fork directly upstream from boulder rip-rap along road edge."",Kick Net,250,1,False,Potential Reference,44.5543333,-65.6361944,nad83,76,3,26.00,68.75,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,,,28.57,,,,,,,,,,,,,,,,,71.42,,,,,,,,,,,,,,,,85.71,,,,,,,,,,,,,,,,,,,,185.71,,,57.14,,,,,,,,,,,,,,,,,,,,,,14.28,,14.28,,,,,71.42,,14.28,,,,,,,,,42.85,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,399.99,,28.57,,,,,,371.42,,,,,,,,,,,,,128.57,,,,,,,,,,,,,,,,,42.85,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,228.57,,,,,,,42.85,,,,,,,14.28,,,100,,,,,142.85,,,,,,,,,,,42.85,,,,,,,,,,,,,,,,"								
2994,,Annapolis River,ANN18,2004-10-21 12:00:00 AM,2004,295,Moose River East Branch,Annapolis,01D02,Fundy Shore,126,Annapolis-Minas Lowlands,Nova Scotia,,Turn off Hwy #1 at Clemnetsport towards Clementsvale. Turn left on Guinea Road the right at fork onto Powerlot Road.  Sample site is ~80m above bridge (bridge is ~400m along Powerlot Road).,Kick Net,250,1,False,Potential Reference,44.6570278,-65.5838056,nad83,58,3,8.50,22.00,19,100,,,,,5.26,,,,,,,,,,,,,,,,,,,15.78,,,,,,,,,,10.52,,,,,,,,,,,,,,,,,5.26,,,,,,,,,,,,,5.26,,,,,10.52,,,,,,,,,,,,,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,,,,,,,,,,57.89,,57.89,,,,,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,5.26,,,21.05,,,5.26,,,,,,,,,,,,,126.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.57,,,,78.94,,,,,,,,,5.26,,,,,,,,,,,,,,,,,,,10.52,,,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,131.56,,,,,,,,57.89,,,,,,,,5.26,,,,,,,,,,,,,,,,,,,5.26,,,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52,,,,15.78,,,,,,42.1,,,,5.26,,,,,,,,,,,,31.57,,,,,,,,,,,,,,,,								
